,0,1
0,-0.27321902,0.07643914
1,-0.29949656,0.10645454
2,-0.255136,0.056801196
3,-0.2558773,-0.111033306
4,-0.095427446,-0.030453775
5,-0.1890188,0.26433936
6,-0.11405712,0.16965397
7,0.26512,0.12222514
8,0.081465684,-0.12967348
9,-0.33480012,-0.017482895
10,0.1243539,0.24353586
11,-0.28657013,0.28124958
12,0.16527924,-0.019238953
13,-0.07280199,0.26979047
14,-0.23402563,0.054233704
15,-0.029080655,0.26247913
16,-0.12811343,-0.26310512
17,0.13994221,0.1422283
18,0.33055228,-0.027819078
19,-0.1969892,-0.11556354
20,-0.49946374,0.37062675
21,-0.46253806,0.44630384
22,0.041619394,0.11413666
23,-0.19036816,-0.011318784
24,-0.41061872,-0.11846103
25,-0.3251055,0.122969225
26,0.26339033,-0.057082266
27,-0.55105793,0.44882858
28,0.0065082633,0.086802654
29,-0.20517977,0.041484207
30,-0.33728537,-0.008922889
31,0.19910143,0.3038766
32,-0.17321399,-0.32064638
33,-0.08203922,0.24477725
34,0.29808,-0.06500034
35,-0.23485254,0.11769508
36,-0.60393924,0.5515613
37,-0.15365848,0.25290012
38,-0.11359575,-0.10528461
39,-0.29057443,-0.03166275
40,-0.1801993,0.0112930555
41,-0.022419984,0.22673814
42,-0.25774807,0.35494563
43,-0.2123488,-0.14624618
44,-0.28540707,-0.012270843
45,-0.1586248,0.065745406
46,-0.062560596,-0.04205601
47,-0.10831254,0.13762213
48,-0.38828877,0.042640187
49,-0.37244216,0.4731511
50,-0.3731261,0.5036663
51,0.47176683,-0.012112195
52,0.42793658,0.024882268
53,-0.13370003,0.34551823
54,-0.22319885,0.07892443
55,-0.018478513,0.3355391
56,-0.15037194,0.25283754
57,-0.0422103,0.02956814
58,-0.2985796,0.28522733
59,-0.27381018,0.5561946
60,-0.3289213,0.31413546
61,-0.69659,0.23692836
62,0.06611581,0.33023503
63,0.14812301,0.60562515
64,-0.28628594,-0.118088916
65,-0.04227056,-0.2701441
66,0.09714953,0.09940991
67,-0.017073851,-0.09957583
68,-0.2953601,0.26034856
69,-0.21111685,-0.14351046
70,0.34365487,0.40189475
71,0.37951615,-0.25419524
72,-0.30095816,-0.6382941
73,-0.47959766,0.23818822
74,-0.35382366,-0.05584892
75,0.15093662,-0.074403696
76,-0.0332399,0.04057134
77,-0.40392348,-0.21802522
78,-0.016023071,-0.008323642
79,-0.6078146,0.14831115
80,-0.097053036,-0.062644884
81,0.31017667,0.7543418
82,-0.30580336,0.32102895
83,0.09889558,0.12287968
84,0.330987,0.31786
85,-0.26180813,0.2918712
86,-0.15873097,0.10276513
87,0.15742575,0.5014154
88,-0.06206707,0.0829313
89,0.18493451,0.037983287
90,0.16019154,-0.11444696
91,-0.14131215,0.09297498
92,0.028210148,-0.059277136
93,-0.028054418,0.7868746
94,-0.3603637,0.72346884
95,0.09192288,-0.09626984
96,0.29147255,0.11602963
97,-0.2344633,-0.30325896
98,0.2008193,0.65828466
99,-0.28922167,0.17634921
100,0.07159864,-0.005680156
101,0.106446326,-0.013375643
102,0.1985995,-0.28461418
103,-0.17733243,0.32095551
104,-0.54441863,0.023390356
105,-0.21943486,0.29582697
106,-0.14164023,-0.19124746
107,-0.021709997,0.16273488
108,0.18873462,0.41817215
109,-0.04083532,0.5982549
110,-0.2335168,0.06798742
111,0.12337689,0.15310144
112,0.10080273,-0.19942693
113,0.020566158,0.33838204
114,-0.22434278,-0.085370004
115,-0.25898927,0.4933692
116,-0.07619235,-0.038158424
117,-0.3376042,-0.06924919
118,0.0450572,0.09802365
119,0.026191229,0.14833751
120,-0.38537,0.096275546
121,-0.27404436,0.33481696
122,-0.3115827,0.27764672
123,-0.66158026,0.2927281
124,-0.81076777,0.15605304
125,-0.32130724,-0.137764
126,-0.16228841,0.4666551
127,-0.24186406,0.4261769
128,0.26708683,0.05033968
129,0.087537535,0.10880843
130,-0.44128716,-0.3188163
131,-0.1814465,0.39669356
132,-0.17110148,-0.5190843
133,-0.33358052,0.04285105
134,-0.29215685,0.620561
135,0.12174246,-0.33058348
136,-0.43742484,0.4452373
137,-0.07811537,0.12398622
138,-0.13308151,0.24392822
139,-0.15384915,0.28028968
140,-0.18070668,0.012247346
141,-0.047309037,0.18296608
142,0.35388622,-0.19329157
143,-0.07532468,0.24599476
144,-0.35238078,0.010755466
145,0.14725816,0.058682274
146,-0.1930562,0.17775416
147,-0.43913963,0.4462209
148,-0.25543943,0.093891926
149,0.10900529,0.32563192
150,-0.38466567,0.44018683
151,-0.43198755,0.23432449
152,0.36619017,0.34741122
153,0.3902057,0.36897936
154,-0.04620068,0.42154345
155,-0.38711444,0.36212322
156,-0.056613997,0.37077367
157,0.319611,-0.136995
158,-0.2264908,0.053343315
159,-0.37279785,-0.022580434
160,-0.08594399,0.1635432
161,-0.43119627,0.38417968
162,-0.09488727,0.04943524
163,-0.14143962,0.21326987
164,-0.49221465,0.19024514
165,-0.095967904,0.70843494
166,0.15480107,0.5887312
167,-0.1301896,-0.053527974
168,-0.35047552,0.28978726
169,0.07604177,0.2896724
170,-0.6084463,0.5432365
171,0.124963894,0.3683969
172,-0.41024107,-0.07701244
173,-0.32672805,0.1252744
174,0.48320866,0.20017974
175,0.116611354,-0.05097622
176,0.13457139,-0.031250715
177,-0.30134624,0.08979605
178,-0.05508718,-0.10463477
179,0.022856966,0.24823634
180,0.13518779,0.0011134661
181,-0.40497062,0.24013299
182,-0.06733291,0.40727925
183,-0.0032276046,-0.1522303
184,-0.12051153,0.25657573
185,-0.13276304,-0.5618791
186,-0.14185196,-0.0692727
187,-0.047112092,0.0678529
188,-0.016830461,0.6289429
189,0.04518987,0.2369567
190,-0.044451084,0.17600375
191,-0.4032326,0.6443157
192,0.06712906,-0.10310782
193,-0.11110197,0.33166683
194,0.0054614674,-0.1219771
195,-0.5086229,-0.13713363
196,-0.10384373,0.5933692
197,-0.7319592,0.48450145
198,-0.17446244,0.37925744
199,0.14077868,-0.27803606
200,-0.3704032,-0.3223761
201,0.007637891,0.21601258
202,0.34526354,0.03916133
203,-0.18903719,0.3690471
204,-0.24328949,-0.02012099
205,-0.0134271365,0.6491188
206,-0.043340996,0.6045786
207,-0.08236227,-0.27604565
208,-0.33247182,0.043920066
209,-0.03266431,0.1595655
210,-0.2945063,0.5863468
211,-0.3588671,0.31962463
212,0.04857744,-0.25715888
213,-0.2868934,0.15202294
214,-0.094524436,0.11228043
215,-0.37930992,-0.13811347
216,-0.58530915,0.2528911
217,-0.6222613,0.225759
218,-0.1314969,-0.25035554
219,-0.41221938,0.1594471
220,-0.27909434,0.5807681
221,0.25467908,0.09161399
222,-0.23995945,0.32522905
223,0.07965169,0.43862608
224,-0.5210537,0.37264666
225,-0.2999627,0.11137844
226,0.11988135,-0.06735618
227,0.4048874,0.33390743
228,0.44473913,0.15200832
229,-0.23784928,0.6972083
230,-0.08546525,0.09147536
231,-0.046127602,0.4833241
232,0.16749395,0.06538962
233,-0.5984427,0.14323436
234,0.1136176,0.13390616
235,0.24895756,-0.071867146
236,-0.014210666,0.19845161
237,-0.54917204,-0.05305895
238,-0.2359312,0.29815608
239,0.16796565,-0.12995952
240,-0.49582696,0.5668637
241,-0.46496913,0.26220897
242,-0.033513885,-0.010125192
243,-0.11969245,0.09306214
244,-0.30477205,0.20221911
245,0.048412494,0.508258
246,-0.38124964,0.40754142
247,-0.5607079,0.3391061
248,0.24095854,0.2710836
249,-0.12994485,-0.4316251
250,-0.3067687,-0.21609673
251,0.17559575,0.2649467
252,-0.08123193,0.7045179
253,-0.3121815,0.29976025
254,0.1278834,0.18177253
255,0.06769001,0.2973489
256,-0.40457758,-0.014640574
257,-0.6536893,-0.21935144
258,-0.23624311,0.15411414
259,0.18741554,-0.14980273
260,0.31781483,0.41476417
261,-0.6647503,-0.031195737
262,-0.9630802,-0.13986194
263,0.16795965,-0.0052422807
264,-0.43755862,-0.0259852
265,-0.07350877,0.12768012
266,-0.35757524,0.18318732
267,-0.2690683,-0.0068607293
268,-0.15428163,0.14683145
269,-0.6052533,0.7310113
270,0.13933238,0.018900553
271,0.10288906,0.01465276
272,-0.5780543,0.55840015
273,0.081271365,0.46849525
274,0.2229433,0.21907751
275,0.019565845,0.31155753
276,-0.7472592,0.13212277
277,-0.2370921,-0.16243525
278,-0.63670975,0.1313159
279,-0.462445,-0.011558979
280,0.28349245,0.41619584
281,-0.37655026,0.42521635
282,0.018834697,0.0676133
283,-0.06968745,0.031796884
284,0.15895203,0.015235435
285,-0.22812304,0.20463285
286,-0.009648447,-0.031357616
287,0.021328721,-0.30206743
288,-0.27007076,0.019505689
289,-0.3288442,0.2761991
290,0.040648293,-0.12069516
