,Image,Relevant_area,Atention_focus,Relevant_parts
0,19048-bacchana.jpg.csv,0.4017857142857143,2.725889825400138,2.0
1,44612-mystic_m.jpg.csv,0.3944515306122449,2.0839284200547734,2.0
2,32449-plague.jpg.csv,0.383609693877551,2.6321838726141467,5.0
3,27084-serenade.jpg.csv,0.19355867346938777,2.4140493102939233,3.0
4,22218-stjerome.jpg.csv,0.38871173469387754,2.376803228701906,3.0
5,11382-greathal.jpg.csv,0.3807397959183674,2.103215523245108,3.0
6,11665-stlucy.jpg.csv,0.4135841836734694,1.9823267840379835,4.0
7,25958-noahark3.jpg.csv,0.41709183673469385,2.872620187888832,2.0
8,20050-10musica.jpg.csv,0.27487244897959184,2.2118534585356846,2.0
9,38669-woman_c.jpg.csv,0.3396045918367347,2.5447866176444807,5.0
10,07130-5stillif.jpg.csv,0.42538265306122447,2.4056631074520385,3.0
11,30665-stilfrui.jpg.csv,0.4375,2.07970772506676,2.0
12,39661-09entomb.jpg.csv,0.4161352040816326,3.0179597473520525,5.0
13,14053-st_luke.jpg.csv,0.3156887755102041,2.5446169423695415,2.0
14,37354-winter06.jpg.csv,0.2997448979591837,2.385206967672485,1.0
15,22955-22baptis.jpg.csv,0.42410714285714285,2.7448804454132603,1.0
16,16938-monfort.jpg.csv,0.26371173469387754,2.4915404358953466,4.0
17,11700-5predel3.jpg.csv,0.3051658163265306,2.2597261041808316,3.0
18,39063-4virgil4.jpg.csv,0.028380102040816327,3.7945562187166235,4.0
19,28698-flowers1.jpg.csv,0.45567602040816324,2.0211987143080115,1.0
20,42702-mediterr.jpg.csv,0.46651785714285715,1.2292258367475055,3.0
21,36835-ploughin.jpg.csv,0.47959183673469385,1.2893386331424506,1.0
22,15229-2josephi.jpg.csv,0.44802295918367346,2.164632372879497,1.0
23,19104-14buffoo.jpg.csv,0.43654336734693877,2.8902992871895026,3.0
24,11677-4west.jpg.csv,0.3944515306122449,2.162197815078635,4.0
25,39308-10ceilin.jpg.csv,0.4732142857142857,2.46128414966272,3.0
26,30546-fur_hat.jpg.csv,0.46811224489795916,1.0964811891859685,1.0
27,09295-vanitas1.jpg.csv,0.37659438775510207,2.8895280007598085,5.0
28,15563-6baptis.jpg.csv,0.40369897959183676,2.8834975682786363,1.0
29,35725-woodland.jpg.csv,0.43941326530612246,2.367715869534485,3.0
30,34225-visionbr.jpg.csv,0.27869897959183676,2.349517910794091,3.0
